OBJECTID,CATEGORY,PROJECT TITLE,GRANTEE TYPE,GRANT PROGRAM,GlobalID,URL 2,LOCATION NOTES,PROJECT DESCRIPTION,URL 1,URL 3,URL 4,URL 5,MATCH  AMOUNT,CZM REGION,URL 1 TEXT,URL 2 TEXT,URL 3 TEXT,URL 4 Text,URL 5 TEXT,TOWN,MULTI_JURISTICTIONAL,GRANT_AWARD,GRANTEE,WATERSHED,YEAR,x,y
251,Research & Monitoring,Continued Establishment of a Living Shoreline Project at Gray’s Beach,Municipal,Coastal Resilience,f333e290-6e8c-4a19-84e4-9c8d069be0f4,,,The Town of Kingston continued to refine and implement monitoring and maintenance methods for a recently constructed living shoreline project at Gray’s Beach.,https://www.kingstonma.gov/246/Conservation-Department-Conservation-Com,,,,11946,South Shore,Kingston Contact Information,,,,,Kingston,No,39823,Kingston,South Coastal,2020,-7870291.165515,5158921.74744385
414,Vulnerability Assessment,Climate Adaptation Pathways for Critical Facilities Design Alternatives Analysis: Managed Retreat or Retrofit,Municipal,Coastal Resilience,2bc8d6d0-7371-4238-8dde-560a88d90d4c,,,"The Town of Hull will evaluate plans to reduce the flooding risk for the Department of Public Works facility and the Municipal Light Plant. Through a comprehensive approach, including community engagement and best practices for nature-based solutions, Hull will select projects to reduce the long-term sea level rise and storm damage vulnerability of these facilities.",https://www.town.hull.ma.us/climate-adaptation-conservation,,,,40000,South Shore,Hull Contact Information,,,,,Hull,No,120000,Hull,Boston Harbor: Weymouth & Weir,2024,-7886443.24603457,5200139.30942542
437,Planning & Outreach,"Building Coastal Resilience within the Plymouth, Duxbury, Kingston (PDK) Bay Area",Nonprofit,Coastal Habitat and Water Quality,04fb879e-d0b1-4c1d-874b-44061819463f,,,"Wildlands Trust, in partnership with the Towns of Plymouth, Duxbury, and Kingston (PDK) will collaborate to develop a comprehensive habitat restoration plan for the PDK Bay area. Focusing on the 30 miles of coastline and numerous tributaries to the Bay, the project will assess existing data, management plans, and community knowledge and interest to identify opportunities to protect coastal habitat. The formation of the PDK Bay Coalition will bring together local leaders, experts, and community groups to lead development of the plan, coordination among municipalities, and share resources.  ",,,,,12288,South Shore,,,,,,"Duxbury, Kingston, Plymouth",Yes,48685,Wildlands Trust,NA,2025,-7868439.90950482,5157931.96901776
39,Design & Permitting,Permit Level Designs For Three Priority Pump Stations,Municipal,Coastal Resilience,3728d1d3-052d-4d95-9894-7da2bdca47f8,,,The Town of Wareham developed permit-level designs for retrofit measures at three of its most critical pump stations to remain operational during future storm events and help minimize public health and environmental risks.,http://www.wareham.ma.us/sewer-department,,,,37500,South Coast,Wareham Contact Information,,,,,Wareham,No,150000,Wareham,Buzzards Bay,2017,-7868453.21112694,5125250.22426095
33,Planning & Outreach,Evaluating Inlet Stabilization At Ellisville Harbor,Municipal,Coastal Resilience,bac46a6d-b4f0-44a4-aa8e-f8227ce381cc,,,The Town of Plymouth assessed structural and non-structural stabilization alternatives to allow for a more sustainable tidal inlet system at Ellisville Harbor and maximize the health of the salt marsh.,https://www.plymouth-ma.gov/487/Marine-Environmental-Affairs,,,,27750,South Shore,Plymouth Contact Information,,,,,Plymouth,No,111000,Plymouth,South Coastal,2017,-7851966.95147236,5136998.14043659
182,Design & Permitting,Improve Anadromous Fish Habitat in the Malden and Mystic Rivers through identification of BMP Locations,Municipal,Coastal Pollutant Remediation,c1032085-2f53-44f6-baf3-2cebdc3f0ca9,,,"Everett assessed and prioritized areas for infrastructure to treat nutrient contaminated stormwater runoff entering the Malden and Mystic Rivers. Goals are to improve water quality, river herring habitat, and to enhance recreational opportunities.",,,,,14532,Boston Harbor,,,,,,Everett,No,43496,Everett,Boston Harbor: Mystic,2018,-7910682.12620012,5222799.04116033
88,Construction - Stormwater Infrastructure,Commercial Street Salem's North River Low Impact Development Retrofit Project,Municipal,Coastal Pollutant Remediation,65bba55b-f3fd-4ae3-9133-f5656e9f9130,,,The City of Salem constructed infiltration and bioretention stormwater Best Management Practices along Commercial Street to mitigate polluted stormwater runoff discharging to the North River in Salem Sound.,,,,,91005,North Shore,,,,,,Salem,No,196150,Salem,North Coastal,2016,-7892676.79903704,5239854.0868922
102,Planning & Outreach,Hydrodynamic Modeling and Community Education,Municipal,Coastal Resilience,aa4196d3-363a-4a6d-9459-73574442e575,https://www.cakex.org/case-studies/resilient-quincy,,Quincy completed a coastal flooding and sea level rise vulnerability assessment and implemented a community education program to engage residents on climate adaptation strategies.,https://cms7files1.revize.com/quincyma/Document%20Center/Residents/Multi-Hazard%20Mitigation%20Plan/Quincy%20HMP%205-Year%20Update%20Volume%202%20-%20Adopted%204-2-2019.pdf,,,,18750,Boston Harbor,Quincy HMP,Project Information,,,,Quincy,No,75000,Quincy,Boston Harbor: Weymouth & Weir,2016,-7904157.68585331,5198641.37818547
400,Construction - Stormwater Infrastructure,"Elm Street BMP Implementation, Jones River, Kingston, MA",Municipal,Coastal Habitat and Water Quality,47e7d245-8ebe-4792-83e6-6cf5d6f607d7,,Location is the Kingston Town Hall because the habitat restoration planning component of the project encompasses a large area of the town.,The Town of Kingston constructed stormwater BMPs along Elm street to treat for nutrients and bacteria. The Town also developed a habitat restoration plan for the Jones River Estuary ,,,,,260000,South Shore,,,,,,Kingston,No,665000,Kingston,South Coastal,2023,-7874373.42439655,5160619.94246851
351,Design & Permitting,Forty Steps Beach – Conceptual Shore Protection Design,Municipal,Coastal Resilience,74c238db-a3bd-4c64-9e31-d0d12c3a4e88,,,The Town of Nahant will evaluate alternative strategies for shore and coastal bank protection at Forty Steps Beach.  The project will develop a conceptual design for the preferred alternative and initiate permitting discussions with agencies.,https://nahant.org/administrator/,,,,32600,North Shore,Nahant Contact Information,,,,,Nahant,No,100170,Nahant,North Coastal,2023,-7893582.03640545,5224399.13147743
294,Design & Permitting,Design of Creek Road Pump Station Resiliency Improvements,Municipal,Coastal Resilience,8d5e9809-4e7e-400f-963a-e1c09b8d7518,,,Marion designed a new pump station at the existing Creek Road Pump Station site to reduce short- and long-term risks to storm surge and sea level rise.,https://www.marionma.gov/sites/g/files/vyhlif3406/f/pages/creek_rd_ps-update_06-30-21.pdf,,,,56250,South Coast,Project Update,,,,,Marion,No,225000,Marion,Buzzards Bay,2021,-7876725.17468511,5119574.67070845
145,Planning & Outreach,Assessment of Multi-decadal Coastal Change - Eastham to Wellfleet,Municipal,Coastal Resilience,788df320-0e0a-4e51-b069-fd0bcdb70ce0,,,"The town of Eastham studied the volume, rate and direction of sand moving along a six-mile stretch of Cape Cod Bay shoreline in the towns of Eastham and Wellfleet. The data will help inform future evaluation of shoreline management efforts.",https://www.eastham-ma.gov/DocumentCenter/View/1236/task_07_eastham-wellfleet_czm-report-final_1?bidId=,,,,19919,Cape Cod and Islands,Final Report,,,,,Eastham,No,79676,Eastham,Cape Cod,2018,-7789382.43833802,5135600.33745947
2,Design & Permitting,Improving The Coastal Resilience Of Popponesset Spit And Bay,NGO,Coastal Resilience,3dd36a2a-7a49-42c6-94b4-8c572d78a900,,,"Save Popponesset Bay, Inc., evaluated and designed an alternative beach nourishment and dune restoration strategy to stabilize and restore habitat for the publicly accessible barrier beach on Popponesset Spit.",https://savepopponessetbay.org/,,,,58256,Cape Cod and Islands,Save Popponesset Bay Contact Information,,,,,Mashpee,No,194188,"Save Popponesset Bay, Inc.",Cape Cod,2015,-7842980.33781399,5098485.90753635
245,Vulnerability Assessment,Targeted Vulnerability Assessment of Low-Lying Roadways in the Town of Eastham,Municipal,Coastal Resilience,9c4240b8-523e-4d18-9a3a-1e0dc3e2ef38,,,"The Town of Eastham performed a targeted vulnerability assessment of four critical, low-lying roadways to identify risks to public infrastructure and coastal resources located along the roadways and prioritized adaptation strategies.",https://www.eastham-ma.gov/DocumentCenter/View/1231/34_technical_report_eastham_targeted_vulnerabity_assessment_june_2020?bidId=,,,,37253,Cape Cod and Islands,Final Report,,,,,Eastham,No,149014,Eastham,Cape Cod,2020,-7789410.5023978,5135597.0071544
345,Design & Permitting,Building Climate Resilience Through Adaptation at the Crane Estate – Argilla Road Adaptation Permitting,Municipal,Coastal Resilience,463120c0-bafd-4736-a60c-afd6a809bab4,,,The Town of Ipswich and The Trustees of Reservations will continue permitting efforts for the Argilla Road Adaptation project.,https://ttor.maps.arcgis.com/apps/MapSeries/index.html?appid=d67f8e8fd2cc4d2c942caf4293afe778&wmode=opaque,,,,11316,North Shore,StoryMap,,,,,Ipswich,No,113160,Ipswich,North Coastal,2023,-7878259.36924219,5263812.93326979
309,Construction - Shoreline Restoration,Improving the Coastal Resilience of Popponesset Spit,Nonprofit,Coastal Resilience,c9c2d3f0-440c-4ad0-b9d8-08a0e0a9f291,,,"Save Popponesset Bay restored dune habitat on Popponesset Spit to improve storm damage protection and flood control for properties landward of the barrier beach around Popponesset Bay, enhance habitat for endangered species and improve recreation.",https://savepopponessetbay.org,,,,127989,Cape Cod and Islands,Save Popponesset Bay Contact Information,,,,,Mashpee,No,426632,"Save Popponesset Bay, Inc.",Cape Cod,2021,-7842977.92869348,5098489.12433473
403,Planning & Outreach,Yarmouth Comprehensive Stormwater Management Assessment,Municipal,Coastal Habitat and Water Quality,c3bd2d89-4779-4d19-8d1a-ccb3bf12724a,,Location is the Yarmouth Town Hall because the project assessed a large portion of the town.,Yarmouth completed a comprehensive stormwater assessment to identify and prioritize stormwater treatment sites in partnership with APCC. The assessment resulted in conceptual designs for green stormwater infrastructure and complements previous stormwater remediation work funded by CZM in the Town.,,,,,15706,Cape Cod And Islands,,,,,,Yarmouth,No,82258,Yarmouth,Cape Cod,2023,-7814511.36822247,5110764.01032893
286,Design & Permitting,Permitting for Nature-Based Storm-Damage Protection Measures for the Duxbury Beach Reservation Property,Nonprofit,Coastal Resilience,5ed8adb1-1ba5-4bcd-a963-cd35c86d939a,,,Duxbury Beach Reservation completed permitting for a series of nature-based measures that will provide flood and erosion control and improve the resilience of the barrier beach system.,https://www.duxburybeachreservation.org/dbprestoration,,,,33501,South Shore,Project Information,,,,,Duxbury,No,187478,"Duxbury Beach Reservation, Inc.",South Coastal,2021,-7862417.78872031,5165929.19448376
71,Planning & Outreach,"Assessing Coastal Erosion, Sediment Transport and Prioritization Management Strategies for Shoreline Protection",Municipal,Coastal Resilience,a1cbe8a8-a5c7-46f9-91fc-9bb4b5d5e5e1,,,The town studied the effect of waves and the movement of sand and other sediment along the shoreline as a basis for identifying and prioritizing viable shoreline protection strategies.,https://www.scituatema.gov/flood-hazard-mitigation,,,,45000,South Shore,Scituate Contact Information,,,,,Scituate,No,180000,Scituate,South Coastal,2016,-7877904.5137226,5190615.73632753
426,Design & Permitting,"Coonamessett River Restoration: Protection of Water Quality and Habitat through Improvement of Storm Water Management on Thomas B. Landers Road, Falmouth, MA",Municipal,Coastal Habitat and Water Quality,af7b6abc-63d6-435b-822e-4ebd0eb321fe,,Project will develop green stormwater infrastructure designs to treat stormwater runoff from Thomas B. Landers Road into the Coonamessett River.,"The town of Falmouth will develop green stormwater infrastructure designs to treat stormwater runoff from Thomas B. Landers Road into the Coonamessett River, a critical diadromous fish run and the site of several state funded restoration efforts. Stormwater runoff currently flows untreated directly into the river from Thomas B. Landers Road. The designed stormwater Best Management Practices (BMPs) will treat for nutrients and bacteria entering the river, providing water quality protection for a key diadromous fish run.",,,,,10000,Cape Cod And Islands,,,,,,Falmouth,No,40000,Town of Falmouth,Cape Cod,2024,-7856030.35953665,5101917.37356183
94,Construction - Stormwater Infrastructure,Jones River Estuary BMP Design and Implementation Project Phase 3,Municipal,Coastal Pollutant Remediation,39da5199-6a0b-44ad-8d77-03bda7ad478e,,,The Town of Kingston constructed infiltration stormwater treatment systems in the Landing Road area to remediate bacteria and sediment pollution to the Jones River. This work builds on previous state grants to improve the water quality of Kingston Bay.,,,,,32751,South Shore,,,,,,Kingston,No,118262,Kingston,South Coastal,2015,-7872893.94078386,5160650.993643
263,Construction - Stormwater Infrastructure,Implementation of Bioretention and Multiple Gravel Infiltration Trenches to Address Nutrient Impairment Negatively Impacting Anadromous Fish,Municipal,Coastal Pollutant Remediation,9c20ba20-6976-4680-a7da-bf55722b6105,,,Arlington finalized designs and constructed two rain gardens and twenty infiltration trenches to treat phosphorus in stormwater runoff entering the Mystic River Watershed. Goals are to improve water quality and habitat for migratory fish.,https://mysticriver.org/news/2020/7/4/arlington-installs-new-rain-gardens-to-reduce-stormwater-pollution,,,,85550,Boston Harbor,MWRA Project Webpage,,,,,Arlington,No,135000,Arlington,Boston Harbor: Mystic,2020,-7919421.96362099,5221599.06469883
240,Construction - Other Infrastructure,Plymouth Harbor Pumpout Replacement,Municipal,Coastal Pollutant Remediation,13db6e0e-a58d-486f-b76a-dc246f16f895,,,"The Town of Plymouth installed a replacement pump at the Plymouth Harbor pump‐out facility, which provides free pump-out services to commercial and recreational vessels, improving water quality as part of the State’s “No Discharge Area” designation.",,,,,4415,South Shore,,,,,,Plymouth,No,12232,Plymouth,South Coastal,2014,-7866470.40428272,5155160.39910483
117,Design & Permitting,Gun Rock/Atlantic Ave Storm Damage Adaptation Project,Municipal,Coastal Resilience,edb6586f-d4b6-4fc2-84ee-da0e4a59d22e,,,"Hull redesigned a revetment and seawall along Crescent Beach to account for sea level rise and reduce property damage, environmental impacts and public safety threats.",https://www.mass.gov/service-details/hull-atlantic-avenue-storm-damage-adaptation,,,,10312,South Shore,Project Information,,,,,Hull,No,41250,Hull,Boston Harbor: Proper,2014,-7885337.49736001,5201066.2789914
140,Design & Permitting,Improving the Coastal Resiliency of Dr. Bottero Road and Chapin Beach - Coastal Structure and Beach Nourishment Design and MEPA Compliance,Municipal,Coastal Resilience,c89b96d1-1db4-42a2-aaf3-f05aada090cc,,,The Town of Dennis studied the effect of waves and movement of sand along Chapin Beach and developed engineering design plans for a small-scale beach nourishment and new groin to mitigate severe erosion at Dr. Bottero Road and maintain public access.,https://www.town.dennis.ma.us/natural-resources,,,,46655,Cape Cod and Islands,Dennis Contact Information,,,,,Dennis,No,133300,Dennis,Cape Cod,2018,-7817697.07143189,5121632.02868863
432,Construction - Stormwater Infrastructure,Yarmouth Stormwater Design and Implementation,Municipal,Coastal Habitat and Water Quality,9c2f4f4e-1e96-4199-806c-a7050fc5e622,,"Location at Yarmouth DPW, since project footprint spans entire Town.","The town of Yarmouth, in partnership with the Association to Preserve Cape Cod (APCC), will design, permit, and install priority stormwater Best Management Practices (BMPs) to treat stormwater runoff for nutrients and bacteria entering coastal waterbodies. Initial designs will be completed for 5 priority green stormwater infrastructure sites, leading to the development of final designs, permitting, and implementation of the top two sites. Sites will be prioritized based on benefit to impaired waters, shellfish habitat, beaches, Environmental Justice communities, and public feedback. This project builds of previous assessment work supported by previous CZM funding.",,,,,228402,Cape Cod And Islands,,,,,,Yarmouth,No,795908,Town of Yarmouth,Cape Cod,2024,-7820683.74837464,5110164.24846619
186,Planning & Outreach,Prioritized Assessment for Coastal Resiliency and Adaptive Management along Chatham's East-facing Shoreline,Municipal,Coastal Resilience,c1435073-dc69-49ff-a34d-30ac87026fc4,,,"The town used tidal, wave and sediment transport models to quantitatively evaluate inlet and tidal channel dynamics at Chatham Harbor.",https://www.chatham-ma.gov/DocumentCenter/View/2384/Final-Report---Chatham-East-Facing-Shoreline---Coastal-Resiliency-and-Management-Assessment-July-2019-PDF?bidId=,,,,45530,Cape Cod and Islands,Final Report,,,,,Chatham,No,182122,Chatham,Cape Cod,2019,-7791460.10835156,5114657.94387429
257,Planning & Outreach,Community-Led 50-year Coastal Vision and Near-Term Adaptive Strategy,Municipal,Coastal Resilience,c048192c-656c-4169-9743-db0d6cae712e,https://www.scituatema.gov/sites/g/files/vyhlif3781/f/uploads/scituate_2070_coastal_vision_report_final.pdf,,The Town of Scituate created a 50-year vision for the coastline through a robust public participation process to help set the stage for future development of a 10-year action strategy.,https://www.scituatema.gov/planning-and-development,,,,50955,South Shore,Scituate Contact Information,Final Report,,,,Scituate,No,203820,Scituate,South Coastal,2020,-7878016.42810996,5190753.04059914
332,Planning & Outreach,Resilient Woods Hole: Private-Public Investment to Ensure the Future of a Seaside Community and Blue Economy Village,Nonprofit,Coastal Resilience,8e4f358b-a664-4487-a3df-4e672280ef56,,,"WHOI identified flood pathways and vulnerabilities to public and nonprofit institutions, local businesses, natural resources and residents in the village. The project included proactive engagement with the community.",https://resilientwoodshole.org,,,,49960,Cape Cod and Islands,Resilient Woods Hole,,,,,Falmouth,No,199841,Woods Hole Oceanographic Institution,Buzzards Bay,2022,-7866591.18362076,5090368.3067359
77,Design & Permitting,Designing Coastal Community Infrastructure for Climate Change,Municipal,Coastal Resilience,64e83f20-bc51-4fea-901f-43938cd03503,,,The town evaluated natural and non-structural alternatives to reduce erosion and provide storm damage protection and flood control for Dr. Bottero Road while enhancing the resilience and natural function of the barrier beach.,https://www.town.dennis.ma.us/natural-resources,,,,18281,Cape Cod and Islands,Dennis Contact Information,,,,,Dennis,No,73125,Dennis,Cape Cod,2016,-7817731.04634866,5121596.15353153
409,Design & Permitting,James Brook Watershed Coastal Flood Pathways Mitigation Design,Municipal,Coastal Resilience,0b05fee5-90dd-4e65-8036-6937c2e48aa4,,,"The Town of Cohasset will develop preliminary designs for protecting infrastructure from flooding in the James Brook watershed. Designs will include roadway elevation, streetscaping, seawall repairs, and other approaches to protect roads and buildings.",https://cohassetma.org/733/Resiliency-Grant-Work,,,,74850,South Shore,Cohasset Contact Information,,,,,Cohasset,No,227770,Cohasset,South Coastal,2024,-7880851.90174239,5197011.10892721
280,Vulnerability Assessment,Vulnerability Assessment and Feasibility Study for the Beverly Pump Station on Water Street,Municipal,Coastal Resilience,8ad515c0-a7a8-4612-82df-d2d2e33bf825,,,Beverly conducted a vulnerability and feasibility assessment of the Beverly Pump Station on Water Street to address short-and long-term risks of flooding and sea level rise.,https://www.beverlyma.gov/722/Sewer-pump-station-at-Sandy-Point,,,,33861,North Shore,Feasibility Study,,,,,Beverly,No,135445,Beverly,North Coastal,2021,-7890169.35075334,5242259.21414648
326,Planning & Outreach,Reopening Old Slough Road for Vehicle Travel in Emergencies,Municipal,Coastal Resilience,9817e0ef-1be9-4a26-9afc-46504284adf4,,,Mattapoisett completed engineering design and survey work to reopen Old Slough Road as an emergency access route for vehicles traveling to and from the Point Connett and Angelica Point communities.,https://www.mattapoisett.net/sites/g/files/vyhlif3436/f/uploads/jan_12_revision_-_reopening_old_slough_road_web_information.pdf,,,,7350,South Coast,Project Information,,,,,Mattapoisett,No,29400,Mattapoisett,Buzzards Bay,2022,-7878052.98422043,5109398.7380807
31,Planning & Outreach,Addressing Mattapoisett's Potable Water Infrastructure Vulnerabilities At The Pease's Point Water Main Crossing,Municipal,Coastal Resilience,2542057b-f7ad-41ba-94cb-82e9db160626,,,Mattapoisett assessed beach stability under a range of sea level rise and hurricane conditions at Fresh Pond Cove and quantified coastal hazard risk to an existing exposed water main that traverses the beach from Pease's Point to Point Connett.,https://www.mattapoisett.net/water-sewer-department,,,,11906,South Coast,Mattapoisett Contact Information,,,,,Mattapoisett,No,47625,Mattapoisett,Buzzards Bay,2017,-7877199.13782645,5109078.11333737
363,Construction - Stormwater Infrastructure,"Implementation of multiple, cost-efficient infiltration trenches in two municipalities to address nutrient impairment negatively impacting anadromous fish",Municipal,Coastal Pollutant Remediation,e6f2289c-c8f1-4cb2-853e-851622fa3a9e,,Location is Town Hall since there are multiple (55) sites.,Arlington and the Town of Lexington constructed 55 infiltration trenches to treat stormwater runoff entering Alewife Brook and Mill Brook with the ultimate goal of improving anadromous fish habitat.,,,,,67610,Boston Harbor,,,,,,Arlington,No,184774,Arlington,Boston Harbor: Mystic,2021,-7921076.40349687,5223503.88400735
372,Design & Permitting,Cunningham Elementary BMP: Engagement and Design,Municipal,Coastal Pollutant Remediation,b98512f2-3b19-428a-8540-bdafdabed169,,,"Milton completed designs of green stormwater infrastructure at the Cunningham Elementary School to treat nutrient and bacteria pollution entering Unquity Brook, which is an important fish run for rainbow smelt. ",,,,,15725,Boston Harbor,,,,,,Milton,No,33200,Milton,Boston Harbor: Neponset,2022,-7909606.37721251,5199236.02673985
123,Construction - Stormwater Infrastructure,Yarmouth Impaired Waters BMP Assessment and Implementation Project,Municipal,Coastal Pollutant Remediation,d98b2110-0131-475f-ab13-b32ce8786edd,,,"The Town of Yarmouth designed and constructed a gravel bioretention stormwater system adjacent to a municipal roadway that treats nitrogen and bacteria contaminated runoff entering into Lewis Bay, an impaired coastal waterbody.",,,,,62153,Cape Cod and Islands,,,,,,Yarmouth,No,64950,Yarmouth,Cape Cod,2017,-7817480.30777493,5107837.15342704
60,Design & Permitting,Squibnocket Town Beach Expansion And Restoration - Design And Permitting,Municipal,Coastal Resilience,fc889c87-d121-4980-93d7-618922856743,,,Chilmark designed and permitted plans to expand and restore Squibnocket Town Beach and relocate the beach parking area to a location naturally protected from erosion.,https://www.chilmarkma.gov/,,,,44720,Cape Cod and Islands,Chilmark Contact Information,,,,,Chilmark,No,52000,Town Of Chilmark,Islands,2015,-7877535.68881087,5059434.2698252
297,Planning & Outreach,Mattapoisett Neck Road Flood Resilience Project,Municipal,Coastal Resilience,00a884cb-3ce8-4b88-98c7-b189afe8f3e4,,,Mattapoisett assessed future flood risks from sea level rise and coastal storms and developed alternatives to improve the resilience of the Mattapoisett Neck Road causeway and a culvert crossing through a salt marsh under the southern portion of the road.,https://experience.arcgis.com/experience/5074e01bd64d47f6801757d1b6b6b9d4/page/page_0/,,,,18745,South Coast,Project Website,,,,,Mattapoisett,No,74981,Mattapoisett,Buzzards Bay,2021,-7883475.51971905,5107891.74862571
415,Construction - Other Infrastructure,"Manchester, MA - Near-term Coastal Resilience-Phase 1 Action",Municipal,Coastal Resilience,ca8a9b19-83c7-48b1-83b7-9975eaf47b35,,,"The Town of Manchester-by-the-Sea will complete near-term resilience actions to protect critical infrastructure from flooding in the downtown and inner harbor area, including elevating generators at municipal buildings and convening a community visioning workshop for a floodable park.",https://experience.arcgis.com/experience/6ee0fe71c97d43bfbddd7506af980e92/,,,,128495,North Shore,Action Plan,,,,,Manchester,No,112281, Manchester-by-the-Sea,North Coastal,2024,-7878340.38918312,5247479.87877661
177,Planning & Outreach,Long Beach Restoration/Enhancement,Municipal,Coastal Resilience,fdaf5038-5ed4-45b6-9918-9d033d1f24d0,,,Plymouth evaluated green infrastructure alternatives to redesign the Long Beach system to provide greater natural function and storm resilience benefits.,https://www.plymouth-ma.gov/487/Marine-Environmental-Affairs,,,,18750,South Shore,Plymouth Contact Information,,,,,Plymouth,No,75000,Plymouth,South Coastal,2014,-7862564.08083656,5152584.4227693
203,Construction - Shoreline Restoration,Coughlin Park Shoreline Restoration,Municipal,Coastal Resilience,e5c6ce95-ec29-4308-91b2-e71762e690dd,,,Winthrop stabilized 360 linear feet of an eroding coastal bank along the bayside of Coughlin Park by nourishing the beach with cobbles and installing coir rolls with native vegetation to reduce storm damages at the park.,https://www.town.winthrop.ma.us/winthrop-projects-plans-and-presentations/pages/czm-coughlin-grants,,,,55604,Boston Harbor,Project Information,,,,,Winthrop,No,222417,Winthrop,Boston Harbor: Proper,2019,-7900876.61332824,5215494.16808909
40,Design & Permitting,Puritan Road Flood Mitigation And Ecological Resilience,Municipal,Coastal Resilience,7faff6e0-6309-45d4-be7c-b6df038f1101,,,The Town of Weymouth prepared final designs and permit documents for replacing a collapsing culvert at Puritan Rd. and ""daylighting"" a portion of the Weymouth Back River to reduce flooding and restore the tidal creek to a more natural condition.,https://www.weymouth.ma.us/planning-community-development/news/mayor-hedlund-dedicates-new-culvert-and-trailhead-at-great-esker,,,,12876,Boston Harbor,Project Information,,,,,Weymouth,No,51504,Weymouth,Boston Harbor: Weymouth & Weir,2017,-7895635.57575703,5195430.49560387
34,Planning & Outreach,Adaptation Alternatives For The Germantown Neighborhood,Municipal,Coastal Resilience,ada77587-2c6e-4d4d-9915-0690cbebeeec,,,The City of Quincy developed and prioritized climate adaptation strategies for protecting Palmer St. and surrounding water resource and utility infrastructure serving the Germantown neighborhood.,https://cms7files1.revize.com/quincyma/Document%20Center/Residents/Multi-Hazard%20Mitigation%20Plan/HMPlan_Summary%20Houghs%20Neck%20Germantown%202.27.19.pdf,,,,16875,Boston Harbor,Hazard Vulnerability Study,,,,,Quincy,No,67500,Quincy,Boston Harbor: Weymouth & Weir,2017,-7900249.96284841,5199403.12915815
183,Design & Permitting,Three Bays Stormwater BMP Design,Municipal,Coastal Pollutant Remediation,d74c6299-093f-4eb3-b4e6-22a2ac1caef2,,,Barnstable identified priority sites and created green infrastructure designs to reduce nitrogen and bacteria stormwater pollution in the Three Bays watershed. Goals are to improve coastal habitat and reduce shellfish and swimming beach closures.,https://www.apcc.org/threebays/,,,,21377,Cape Cod and Islands,APCC Three Bays Webpage,,,,,Barnstable,No,59014,Barnstable,Cape Cod,2018,-7837708.65077296,5106070.14439489
11,Vulnerability Assessment,Climate Change Coastal Resiliency And Flood Control Plan,Municipal,Coastal Resilience,8548e0ba-6759-4d07-95db-7f7152f8afe4,,,Swampscott used storm surge and sea level rise inundation models to assess vulnerabilities of municipal infrastructure and natural resources and developed conceptual designs and recommendations to help protect the town from future climate impacts.,https://www.swampscottma.gov/public-works,,,,29442,North Shore,Swampscott Contact Information,,,,,Swampscott,No,70100,Swampscott,North Coastal,2015,-7894590.20326906,5231585.45886357
111,Design & Permitting,North Scituate Beach Nourishment,Municipal,Coastal Resilience,d6b4cbca-2932-424c-94d8-6d424d76bbae,,,Scituate conducted sediment sampling and developed design plans for a beach nourishment project along Glades and Surfside Roads,https://www.scituatema.gov/flood-hazard-mitigation,,,,28320,South Shore,Scituate Contact Information,,,,,Scituate,No,118000,Scituate,South Coastal,2014,-7876865.88005156,5195990.23551601
91,Design & Permitting,Stormwater Abatement Feasibility Assessment for Sconticut Neck,Municipal,Coastal Pollutant Remediation,d68b0efb-2083-444c-8d17-59d6dd118048,,,"The Town of Fairhaven developed final design plans for stormwater treatment systems at priority locations along Sconticut Neck Road, with an ultimate goal to improve shellfish growing area classifications in Little Bay and Nasketucket Bay.",,,,,4763,South Coast,,,,,,Fairhaven,No,16995,Fairhaven,Buzzards Bay,2016,-7888181.34636716,5103294.55845997
352,Design & Permitting,"West Rodney French Boulevard Beach Nourishment – Finalize Permitting, Design Plans and Contract Document Preparation",Municipal,Coastal Resilience,a2e5a71f-52e4-4c33-8a63-6d58191e38f5,,,The City of New Bedford will complete environmental permitting and prepare final design plans and contract documents for the future construction of the West Rodney French Boulevard beach nourishment project.,https://www.newbedford-ma.gov/public-infrastructure/,,,,37707,South Coast,New  Bedford Contact Information,,,,,New Bedford,No,150830,New Bedford,Buzzards Bay,2023,-7893988.10814068,5101457.33749183
103,Construction - Shoreline Restoration,Shoreline Stabilization of North Barnstable Public Beaches Using Bioengineering Solutions,Municipal,Coastal Resilience,5abfe5a2-2f28-431e-980a-7ba39b7b43e6,,,"Barnstable stabilized Blish Point-Millway Beach using sand-filled coir bags, native plantings, and send fencing to protect public access infrastructure and an engineered containment basin that has been used to store dredged sediments.",http://www.town.barnstable.ma.us/index.asp,,,,91385,Cape Cod and Islands,Barnstable Contact Information,,,,,Barnstable,No,186500,Barnstable,Cape Cod,2014,-7825648.32078272,5117481.95386378
340,Vulnerability Assessment,Cohasset Cove and James Brook Watershed Flood Vulnerability Assessment and Resiliency Strategies,Municipal,Coastal Resilience,03dbf9c3-6c0c-4e52-8639-76e59360df09,,,Cohasset will assess the vulnerability of public assets to current and future flooding conditions within the Cohasset Cove and James Brook Watershed.,https://cohassetma.org/715/FY23-CZM-Coastal-Resilience-Grant,,,,16192,South Shore,Project Information,,,,,Cohasset,No,161925,Cohasset,South Coastal,2023,-7880863.87635694,5197028.92674559
